date t365 i365 t730 i730 t1095 i1095 t1460 i1460 t1825 i1825 t2555 i2555 t3650 i3650 t4380 i4380 t5475 i5475 t7300 i7300 t10950 i10950
20041101 322 0.0294976901 730 0.03330992075 1095 0.0365595661 1463 0.03923717363 1827 0.04148969367 2556 0.04536893538 3654 0.04896817837 4383 0.05083326157 5478 0.05317336093 7305 0.0555375489 10957 0.05598893655 
20041102 321 0.02960703721 730 0.03323235289 1095 0.03643797998 1462 0.03907044836 1826 0.04127599767 2556 0.04517969455 3653 0.04881730605 4383 0.0506858247 5480 0.05303164564 7307 0.05532813178 10957 0.05583255458 
20041103 320 0.02937838087 730 0.03300951709 1097 0.03613711317 1461 0.03874488732 1826 0.0409224451 2556 0.04481749331 3652 0.04850077464 4383 0.05037080057 5479 0.05272106451 7306 0.0551080117 10957 0.0555292577 
20041104 410 0.03021396883 732 0.03303274953 1096 0.03623538479 1461 0.03886467797 1826 0.04109204738 2556 0.04498054215 3652 0.04875872611 4383 0.0505565492 5478 0.05290202885 7305 0.05543840092 10959 0.05558668895 
20041105 409 0.03137730824 731 0.03420741632 1095 0.03738149953 1461 0.03998215878 1826 0.04215464489 2558 0.04599763447 3652 0.04965949732 4385 0.05149697247 5478 0.05387082376 7305 0.05622950787 10958 0.05603124754 
20041108 406 0.03131175317 730 0.0341083965 1095 0.03729802446 1463 0.039914215 1827 0.04210410228 2556 0.04591344401 3654 0.04951896011 4383 0.05137368803 5478 0.05369721557 7305 0.05610528468 10957 0.05601865563 
20041109 405 0.03140535403 730 0.03410931266 1095 0.03725380586 1462 0.03987655503 1826 0.04207222844 2556 0.04593490751 3653 0.04968569097 4383 0.05152740699 5481 0.05383268254 7308 0.05621128775 10957 0.05605150877 
20041110 404 0.03126105608 730 0.03416759877 1098 0.03732984318 1461 0.04002739635 1826 0.04224229056 2556 0.04601932567 3652 0.0497277499 4383 0.05164284527 5480 0.05388594689 7307 0.05629001181 10957 0.0562807224 
20041111 403 0.03128156556 733 0.034167528 1097 0.03733123727 1462 0.04002642252 1827 0.04224039379 2559 0.04601706136 3653 0.04972751453 4386 0.05164181085 5479 0.05388718631 7306 0.05629004593 10960 0.05627987444 
20041112 402 0.0306598135 732 0.03335829817 1096 0.03648607445 1461 0.03914337658 1826 0.04131818661 2558 0.04512320137 3652 0.0489076351 4385 0.05085788534 5478 0.05310882106 7305 0.05569058249 10959 0.05541696069 
20041115 399 0.0307564523 730 0.03335642729 1095 0.03654752018 1463 0.03921625883 1827 0.04145902466 2556 0.04532303929 3654 0.04919819193 4383 0.05114025615 5478 0.05337476105 7305 0.05593019079 10957 0.05558496653 
20041116 398 0.03084270749 730 0.03361210144 1095 0.03679287581 1462 0.03945218954 1826 0.04168491027 2556 0.04550382363 3653 0.04930893453 4383 0.05124514935 5480 0.05346936612 7307 0.05600560913 10957 0.05560649332 
20041117 397 0.03000152694 730 0.03270157356 1097 0.03579397787 1461 0.03852177705 1826 0.04071356941 2556 0.04471891321 3652 0.04860857541 4383 0.05059220098 5479 0.05291348987 7306 0.05541631409 10957 0.05519097892 
20041118 396 0.03007456944 732 0.03298152956 1096 0.03601573891 1461 0.0386567779 1826 0.04086852543 2556 0.04487175093 3652 0.0487579441 4383 0.0507314966 5478 0.05303672974 7305 0.05550708682 10959 0.05520002258 
