date t365 i365 t730 i730 t1095 i1095 t1460 i1460 t1825 i1825 t2555 i2555 t3650 i3650 t4380 i4380 t5475 i5475 t7300 i7300 t10950 i10950
20041101 324 0.02525489291 688 0.02905308377 1052 0.03228072115 1463 0.0354132923 1828 0.03780945147 2558 0.04172744694 3654 0.04600815455 4385 0.04819093922 5481 0.05081701735 7308 0.05327094101 10959 0.05395149742 
20041102 323 0.02523770848 687 0.02898342232 1051 0.03218608561 1463 0.03527286544 1828 0.03763978023 2558 0.04160124694 3654 0.04584559497 4385 0.04803256155 5480 0.05066498018 7307 0.05313140983 10961 0.0539461886 
20041103 322 0.02510170737 686 0.02882279817 1050 0.03202430961 1463 0.03520546208 1828 0.03752963237 2560 0.04151188941 3654 0.04581855633 4387 0.04796017578 5480 0.05061136281 7307 0.05304160101 10960 0.05377877492 
20041104 321 0.02529829208 685 0.02914648282 1140 0.03298429151 1467 0.03532367062 1831 0.03763811176 2560 0.04152414336 3658 0.04570381719 4387 0.04783994565 5482 0.05043995947 7309 0.05284371246 10961 0.05365889474 
20041105 320 0.02665547961 775 0.03181844066 1139 0.03473666372 1466 0.03692211296 1830 0.03915812655 2560 0.0428811617 3657 0.0468896796 4387 0.0490099328 5485 0.05154572966 7312 0.05392678233 10961 0.05463310848 
20041108 408 0.02805227787 772 0.03198861073 1136 0.03495245925 1463 0.03715813147 1828 0.0394393057 2558 0.04316520462 3654 0.04718180958 4385 0.04929075416 5482 0.05184599777 7309 0.05415203637 10959 0.05478295755 
20041109 407 0.02808337977 771 0.03195632548 1135 0.03490095564 1464 0.03716578004 1829 0.03941764271 2561 0.04313301163 3655 0.04717724808 4388 0.0492995446 5481 0.05187863543 7308 0.05422476045 10961 0.05495168322 
20041110 406 0.0283759513 770 0.03230213605 1134 0.03526970165 1468 0.03755725758 1832 0.03981183787 2561 0.04350208438 3659 0.04750365157 4388 0.04962774469 5483 0.05220500653 7310 0.05458636445 10962 0.05527748708 
20041111 405 0.02841245298 769 0.0323315619 1133 0.03529490853 1467 0.03756740236 1831 0.03982101292 2561 0.0435096229 3658 0.04751000761 4388 0.04963292964 5485 0.05220895537 7312 0.05459004565 10962 0.05528005732 
20041112 404 0.02835382916 768 0.03216293186 1132 0.03501513152 1466 0.0371850064 1830 0.03935589462 2560 0.0429621896 3657 0.04684419026 4387 0.04895574026 5484 0.05147524404 7311 0.05382320042 10961 0.05459837984 
20041115 401 0.02874504036 765 0.03254935186 1129 0.0352805091 1463 0.03732026651 1828 0.03939345127 2558 0.04292317724 3654 0.04672676819 4385 0.04883319837 5481 0.05134405926 7308 0.05367438417 10959 0.05440977255 
20041116 400 0.02904877679 764 0.03280863639 1128 0.03547878393 1463 0.03759632461 1828 0.03967486656 2558 0.04311223716 3654 0.04688844488 4385 0.048947351 5480 0.05139943892 7307 0.05372481658 10961 0.0544361984 
20041117 399 0.02859320151 763 0.03216208167 1127 0.03476026447 1463 0.03685649411 1828 0.03883864467 2560 0.04232958211 3654 0.0461875513 4387 0.04824338697 5480 0.05069326196 7307 0.05301930923 10960 0.05390683432 
20041118 398 0.0287980013 762 0.03232128171 1126 0.03479324718 1467 0.03677431976 1831 0.03875683007 2560 0.04207317785 3658 0.04584298348 4387 0.04787080487 5482 0.05032250421 7309 0.05265226682 10961 0.05364862861 
20041119 397 0.02924323316 761 0.03299066664 1125 0.03554458893 1466 0.03760165284 1830 0.0396093498 2560 0.04285807176 3657 0.04654214452 4387 0.04851936603 5484 0.05097856162 7311 0.05328689746 10962 0.05411135335 
20041122 394 0.02942456101 758 0.03309929977 1122 0.03553120448 1463 0.03741707555 1828 0.03932544465 2559 0.04250735282 3654 0.04608352943 4386 0.04806944989 5481 0.05038327309 7308 0.05266655131 10959 0.05348075184 
