date t365 i365 t730 i730 t1095 i1095 t1460 i1460 t1825 i1825 t2555 i2555 t3650 i3650 t4380 i4380 t5475 i5475 t7300 i7300 t10950 i10950
20041101 324 0.02270589128 688 0.02505555676 1052 0.02767253774 1463 0.03042425632 1828 0.03255421598 2558 0.03622739799 3654 0.04011504392 4385 0.04186298566 5481 0.04396635246 7308 0.04629460734 10959 0.04772684602 
20041102 323 0.02295569796 687 0.0254898664 1051 0.02815047746 1463 0.03087271543 1828 0.0330032885 2558 0.03663479577 3654 0.04050249688 4385 0.0422406567 5480 0.044308508 7307 0.04655496919 10961 0.0479313222 
20041103 322 0.02290430401 686 0.0253892963 1050 0.02803484235 1463 0.03071405828 1828 0.03282393311 2560 0.03649871978 3654 0.04040032117 4387 0.04214896307 5480 0.04420276994 7307 0.04646223411 10960 0.04783493177 
20041104 321 0.02273805558 685 0.02494663662 1140 0.02809375097 1467 0.03007972896 1831 0.03216953134 2560 0.03583396666 3658 0.03974418081 4387 0.04150522127 5482 0.04356769393 7309 0.04587999064 10961 0.04722411352 
20041105 320 0.02319309891 775 0.02633460994 1139 0.02883299892 1466 0.03087068244 1830 0.03294052923 2560 0.03654298353 3657 0.04039196844 4387 0.04213231142 5484 0.04413525857 7311 0.0463876428 10961 0.04771604602 
20041108 408 0.02397296842 772 0.02646353391 1136 0.0288547368 1463 0.03088996769 1828 0.03290754817 2558 0.03644597624 3654 0.04028328043 4385 0.04198600173 5481 0.04397649218 7308 0.04621347278 10959 0.04747206755 
20041109 407 0.02373303183 771 0.0261084378 1135 0.02851889183 1463 0.0303746183 1828 0.03241357754 2558 0.03602680259 3654 0.03995154028 4385 0.04167581104 5480 0.04367504918 7307 0.04594926378 10961 0.04724956444 
20041110 406 0.02366996817 770 0.02596587945 1134 0.02838516245 1463 0.03031901031 1828 0.03237832104 2560 0.03600073652 3654 0.03990374434 4387 0.04162697541 5480 0.04361334957 7307 0.04581348268 10960 0.04712328981 
20041111 405 0.0232319805 769 0.02539865023 1133 0.02780847078 1467 0.02985183384 1831 0.03191059404 2560 0.03555339726 3658 0.03949763925 4387 0.04125743984 5482 0.04327849909 7309 0.04557499258 10961 0.04690255936 
20041112 404 0.02304118707 768 0.02509782507 1132 0.02750140843 1466 0.02949820231 1830 0.03154627666 2560 0.03516630403 3657 0.03909746245 4387 0.04083109898 5484 0.04285020325 7311 0.04512900245 10961 0.04642267553 
20041115 401 0.02332331615 765 0.02540350672 1129 0.02776356125 1463 0.02969038803 1828 0.0316766156 2558 0.03517951988 3654 0.03901144758 4385 0.04073445478 5481 0.042755991 7308 0.04506548378 10959 0.0463578628 
20041116 400 0.0234580061 764 0.02552981301 1128 0.02783903569 1463 0.02968530429 1828 0.03163063083 2558 0.03503817216 3654 0.03878080592 4385 0.04049346397 5480 0.0424906692 7307 0.04480204094 10961 0.04611547686 
20041117 399 0.02348808654 763 0.02564577349 1127 0.02799072172 1463 0.0297714852 1828 0.03173795889 2560 0.03518876097 3654 0.03895538228 4387 0.04066739817 5480 0.04267912461 7307 0.04499074632 10960 0.04630387915 
20041118 398 0.02370705665 762 0.02596782469 1126 0.02830014581 1467 0.03036542901 1831 0.03233171923 2560 0.03574129644 3658 0.03948743813 4387 0.04120414459 5482 0.04318016077 7309 0.04544305929 10961 0.04675270504 
20041119 397 0.02357028715 761 0.02580313826 1125 0.0281257468 1466 0.03007760246 1830 0.03202332416 2560 0.0354325872 3657 0.03916719018 4387 0.04085804216 5484 0.04284586107 7311 0.04510616137 10961 0.04643353406 
20041122 394 0.0233973521 758 0.02554078538 1122 0.02782421708 1463 0.02979641351 1828 0.03175173667 2558 0.03519168198 3654 0.0389692534 4385 0.04068124064 5481 0.04266503788 7308 0.04494900314 10959 0.04631990687 
20041123 393 0.02329892597 757 0.02535937291 1121 0.0276221063 1463 0.02967191242 1828 0.03161633801 2558 0.03507698313 3654 0.03886319887 4385 0.04057459125 5480 0.04259684178 7307 0.04489151704 10961 0.0462573904 
20041124 392 0.02314945514 756 0.02514238947 1120 0.02743712509 1463 0.02956833044 1828 0.03154330892 2560 0.03500184631 3654 0.03879953294 4387 0.04052170875 5480 0.04256978038 7307 0.04489056614 10960 0.04626807442 
20041125 391 0.02278243281 755 0.02474299125 1119 0.02708790267 1464 0.02915557116 1831 0.03116104494 2560 0.03465166346 3655 0.03849152029 4387 0.04021237604 5482 0.04224427106 7309 0.04457719805 10961 0.04596961574 
20041126 390 0.02273892712 754 0.0247473977 1118 0.02707250772 1463 0.02922737288 1830 0.03123234152 2560 0.03470092749 3654 0.03848567868 4387 0.04018228836 5481 0.04218972409 7308 0.04450993401 10961 0.0458534894 
20041129 387 0.02299101261 751 0.02512373294 1115 0.02749231384 1463 0.02958869499 1828 0.03157393583 2558 0.03506515796 3654 0.0388620159 4385 0.04054772699 5481 0.04256942494 7308 0.04489267543 10959 0.04623712427 
20041130 386 0.02286015863 750 0.02491620102 1114 0.02726113832 1463 0.02934300648 1828 0.03133858532 2558 0.03482906278 3654 0.03864633327 4385 0.04033097777 5480 0.04233798169 7307 0.04464422405 10961 0.04602387584 
20041201 385 0.022750531 749 0.02478918373 1113 0.02714898146 1463 0.02928686961 1828 0.03129244301 2560 0.03481412551 3654 0.03863193328 4387 0.04032754103 5480 0.04233434271 7307 0.04461004958 10960 0.04599201758 
20041202 384 0.02322889004 748 0.02546013389 1112 0.02781642664 1467 0.02994842061 1831 0.03196573473 2560 0.03538335629 3658 0.03911496085 4387 0.0407929276 5482 0.04276688738 7309 0.04498197334 10961 0.04636659327 
20041203 383 0.0227782205 747 0.02474657072 1111 0.0270339558 1466 0.02900323747 1830 0.03096835853 2560 0.03451333277 3657 0.03839727523 4387 0.04009341966 5484 0.04211098987 7311 0.0444290418 10961 0.04582351 
20041206 380 0.02246265218 744 0.02430336398 1108 0.0265649075 1463 0.02863525054 1828 0.03062021408 2558 0.03411911073 3654 0.03796707532 4385 0.03968526119 5481 0.04169902274 7308 0.0440397434 10959 0.04542531914 
20041207 379 0.02242679057 743 0.02417605323 1107 0.02634504274 1463 0.02839748976 1828 0.03036183823 2558 0.03387203662 3654 0.0377411996 4385 0.03945827115 5480 0.04150977265 7307 0.04391811119 10961 0.04532626383 
